nohup: 忽略输入
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-18:49:52   1.69    0.19    0.06    0.00    0.00    1.88     0.00  118.00    0.00    7.49    0.00    1.4K    0.00  217.3K   76.37    0.00   76.37    0.00    0.41    0.00    0.41    0.03    4.80    
23/11/25-18:49:53   1.67    0.23    0.08    0.00    0.00    1.90     0.00  124.00    0.00    7.45    0.00    1.5K    0.00  238.8K   79.39    0.00   79.39    0.00    0.47    0.00    0.47    0.04    5.60    
23/11/25-18:49:54   1.75    0.27    0.06    0.00    0.02    2.04     0.00  120.00    0.00    7.47    0.00    1.5K    0.00  219.4K   75.60    0.00   75.60    0.00    0.42    0.00    0.42    0.04    5.50    
23/11/25-18:49:55   2.67    1.61    0.06    0.00    0.00    4.28     0.00  121.00    0.00    7.31    0.00    1.5K    0.00  234.5K   78.20    0.00   78.20    0.00    0.42    0.00    0.42    0.03    5.10    
23/11/25-18:49:56   1.71    0.21    0.08    0.00    0.00    1.92     0.00  128.00    0.00    7.80    0.00    1.5K    0.00  217.5K   73.65    0.00   73.65    0.00    0.34    0.00    0.34    0.04    5.30    
23/11/25-18:49:57   1.71    0.27    0.06    0.00    0.02    2.00     0.00  114.00    0.00    7.01    0.00    1.5K    0.00  221.6K   75.00    0.00   75.00    0.00    0.48    0.00    0.48    0.04    5.40    
23/11/25-18:49:58   1.86    0.35    0.08    0.00    0.00    2.21     0.00  437.00    0.00   10.75    3.00    3.5K  512.00  373.4K   52.71   85.33   52.68    0.00    0.15    0.33    0.15    0.03   10.60    
23/11/25-18:49:59   1.73    0.23    0.06    0.00    0.02    1.98     0.00  225.00    0.00   13.27    0.00    1.4K    0.00  195.4K   68.06    0.00   68.06    0.00    0.26    0.00    0.26    0.03    4.80    
23/11/25-18:50:00   1.69    0.21    0.06    0.00    0.00    1.90     0.00  112.00    0.00    6.84    0.00    1.5K    0.00  214.5K   71.97    0.00   71.97    0.00    0.39    0.00    0.39    0.03    4.90    
23/11/25-18:50:01   1.71    0.31    0.06    0.00    0.00    2.02     0.00  115.00    0.00    6.86    0.00    1.5K    0.00  242.3K   79.42    0.00   79.42    0.00    0.46    0.00    0.46    0.04    5.50    
23/11/25-18:50:02   1.67    0.25    0.06    0.00    0.00    1.92     0.00  123.00    0.00    7.41    0.00    1.5K    0.00  221.6K   73.76    0.00   73.76    0.00    0.25    0.00    0.25    0.04    5.50    
23/11/25-18:50:03   1.69    0.19    0.08    0.00    0.00    1.88     0.00  120.00    0.00    7.63    0.00    1.4K    0.00  217.6K   76.75    0.00   76.75    0.00    0.40    0.00    0.40    0.04    5.20    
23/11/25-18:50:04   1.75    0.27    0.08    0.00    0.02    2.04     0.00  119.00    0.00    7.20    0.00    1.5K    0.00  239.1K   79.80    0.00   79.80    0.00    0.52    0.00    0.52    0.04    5.80    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-18:50:05   2.21    0.94    0.06    0.00    0.00    3.15     0.00  121.00    0.00    7.41    0.00    1.5K    0.00  220.6K   74.73    0.00   74.73    0.00    0.40    0.00    0.40    0.03    4.80    
23/11/25-18:50:06   2.19    0.69    0.06    0.00    0.00    2.88     0.00  114.00    0.00    6.60    0.00    1.6K    0.00  218.0K   69.23    0.00   69.23    0.00    0.39    0.00    0.39    0.03    5.00    
23/11/25-18:50:07   1.90    0.33    0.08    0.00    0.02    2.25     0.00  507.00    0.00   12.04    9.00    3.6K    1.5K  359.4K   49.75   85.33   49.67    0.00    0.09    0.67    0.08    0.03    9.30    
23/11/25-18:50:08   1.67    0.21    0.10    0.00    0.00    1.88     0.00  192.00    0.00   10.32    0.00    1.6K    0.00  243.2K   74.62    0.00   74.62    0.00    0.47    0.00    0.47    0.04    5.90    
23/11/25-18:50:09   1.75    0.33    0.06    0.00    0.00    2.08     0.00  117.00    0.00    6.79    0.00    1.6K    0.00  218.6K   69.65    0.00   69.65    0.00    0.37    0.00    0.37    0.03    5.00    
23/11/25-18:50:10   1.67    0.23    0.06    0.00    0.00    1.90     0.00  123.00    0.00    7.05    0.00    1.6K    0.00  228.4K   72.15    0.00   72.15    0.00    0.39    0.00    0.39    0.03    5.60    
23/11/25-18:50:11   1.65    0.25    0.08    0.00    0.00    1.90     0.00  122.00    0.00    6.79    0.00    1.6K    0.00  247.2K   75.55    0.00   75.55    0.00    0.47    0.00    0.47    0.03    5.60    
23/11/25-18:50:12   1.69    0.27    0.06    0.00    0.00    1.96     0.00  122.00    0.00    6.94    0.00    1.6K    0.00  227.6K   71.18    0.00   71.18    0.00    0.37    0.00    0.37    0.03    5.50    
23/11/25-18:50:13   1.69    0.19    0.06    0.00    0.02    1.90     0.00  117.00    0.00    6.78    0.00    1.6K    0.00  227.0K   72.29    0.00   72.29    0.00    0.39    0.00    0.39    0.03    5.50    
23/11/25-18:50:14   1.77    0.31    0.06    0.00    0.02    2.11     0.00  120.00    0.00    6.82    0.00    1.6K    0.00  245.8K   76.80    0.00   76.80    0.00    0.43    0.00    0.43    0.04    5.90    
23/11/25-18:50:15   1.84    0.25    0.04    0.00    0.00    2.09     0.00   98.00    0.00    5.52    0.00    1.6K    0.00  237.3K   72.44    0.00   72.44    0.00    0.34    0.00    0.34    0.04    6.30    
23/11/25-18:50:16   2.67    1.65    0.10    0.00    0.00    4.33     0.00  596.00    0.00   13.79    0.00    3.6K    0.00  341.8K   46.99    0.00   46.99    0.00    0.10    0.00    0.10    0.03   10.40    
23/11/25-18:50:17   1.67    0.21    0.06    0.00    0.00    1.88     0.00  139.00    0.00    7.57    0.00    1.7K    0.00  231.4K   69.85    0.00   69.85    0.00    0.38    0.00    0.38    0.03    5.40    
23/11/25-18:50:18   1.67    0.23    0.06    0.00    0.02    1.92     0.00  129.00    0.00    7.08    0.00    1.7K    0.00  230.7K   69.81    0.00   69.81    0.00    0.38    0.00    0.38    0.03    5.60    
23/11/25-18:50:19   1.79    0.33    0.08    0.00    0.00    2.13     0.00  123.00    0.00    6.73    0.00    1.7K    0.00  249.9K   75.07    0.00   75.07    0.00    0.46    0.00    0.46    0.04    6.20    
23/11/25-18:50:20   1.69    0.23    0.06    0.00    0.00    1.92     0.00  156.00    0.00    8.49    0.00    1.6K    0.00  230.3K   70.15    0.00   70.15    0.00    0.38    0.00    0.38    0.03    5.70    
23/11/25-18:50:21   1.79    0.19    0.06    0.00    0.00    1.98     0.00  117.00    0.00    6.48    0.00    1.6K    0.00  224.1K   67.97    0.00   67.97    0.00    0.37    0.00    0.37    0.03    5.20    
23/11/25-18:50:22   1.67    0.23    0.06    0.00    0.02    1.92     0.00  132.00    0.00    7.00    0.00    1.7K    0.00  252.1K   73.62    0.00   73.62    0.00    0.40    0.00    0.40    0.03    6.10    
23/11/25-18:50:23   1.71    0.21    0.08    0.00    0.00    1.92     0.00  126.00    0.00    6.69    0.00    1.7K    0.00  235.9K   68.69    0.00   68.69    0.00    0.35    0.00    0.35    0.03    5.60    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-18:50:24   1.88    0.42    0.06    0.00    0.00    2.29     0.00  292.00    0.00    7.37    0.00    3.6K    0.00  348.7K   48.65    0.00   48.65    0.00    0.11    0.00    0.11    0.03    9.70    
23/11/25-18:50:25   0.63    0.42    0.02    0.00    0.00    1.05     0.00   54.00    0.00    3.69    0.00    1.4K    0.00   79.1K   28.74    0.00   28.74    0.00    0.05    0.00    0.05    0.02    2.30    
23/11/25-18:50:26   1.19    1.65    0.10    0.00    0.02    2.87     0.00  164.00    0.00    1.82    0.00    8.6K    0.00  503.7K   29.13    0.00   29.13    0.00    0.05    0.00    0.05    0.02   13.40    
23/11/25-18:50:27   1.19    1.25    0.02    0.00    0.02    2.47     0.00   40.00    0.00    3.08    0.00    1.2K    0.00   69.0K   28.06    0.00   28.06    0.00    0.04    0.00    0.04    0.01    1.80    
23/11/25-18:50:28   0.75    0.86    0.10    0.00    0.00    1.61     0.00  180.00    0.00    1.99    0.00    8.7K    0.00  503.9K   29.12    0.00   29.12    0.00    0.04    0.00    0.04    0.01   12.50    
23/11/25-18:50:29   0.92    1.00    0.10    0.00    0.02    1.95     0.00  154.00    0.00    1.71    0.00    8.6K    0.00  503.6K   29.13    0.00   29.13    0.00    0.04    0.00    0.04    0.01   13.10    
23/11/25-18:50:30   0.73    0.82    0.10    0.00    0.02    1.57     0.00  158.00    0.00    1.75    0.00    8.6K    0.00  503.6K   29.13    0.00   29.13    0.00    0.04    0.00    0.04    0.02   14.10    
23/11/25-18:50:31   0.77    0.86    0.10    0.00    0.02    1.65     0.00  153.00    0.00    1.70    0.00    8.6K    0.00  503.6K   29.13    0.00   29.13    0.00    0.04    0.00    0.04    0.01   12.90    
23/11/25-18:50:32   0.75    0.90    0.10    0.00    0.00    1.65     0.00  157.00    0.00    1.74    0.00    8.6K    0.00  503.6K   29.12    0.00   29.12    0.00    0.04    0.00    0.04    0.02   13.30    
23/11/25-18:50:33   0.67    0.90    0.10    0.00    0.02    1.59     0.00  162.00    0.00    1.80    0.00    8.7K    0.00  503.8K   29.10    0.00   29.10    0.00    0.04    0.00    0.04    0.02   13.70    
23/11/25-18:50:34   0.84    0.96    0.13    0.00    0.02    1.82     0.00  154.00    0.00    1.71    0.00    8.6K    0.00  503.6K   29.12    0.00   29.12    0.00    0.11    0.00    0.11    0.02   15.30    
23/11/25-18:50:35   0.73    0.90    0.10    0.00    0.00    1.63     0.00  155.00    0.00    1.72    0.00    8.6K    0.00  503.6K   29.15    0.00   29.15    0.00    0.04    0.00    0.04    0.01   12.60    
23/11/25-18:50:36   0.77    0.88    0.10    0.00    0.02    1.67     0.00  155.00    0.00    1.72    0.00    8.6K    0.00  503.6K   29.13    0.00   29.13    0.00    0.04    0.00    0.04    0.02   13.50    
23/11/25-18:50:37   1.46    1.95    0.00    0.00    0.04    3.45     0.00   29.00    0.00    3.45    0.00  811.00    0.00   43.7K   27.59    0.00   27.59    0.00    0.05    0.00    0.05    0.02    1.30    
23/11/25-18:50:38   0.75    0.88    0.10    0.00    0.02    1.65     0.00  157.00    0.00    1.74    0.00    8.6K    0.00  503.6K   29.13    0.00   29.13    0.00    0.04    0.00    0.04    0.01   12.80    
23/11/25-18:50:39   0.86    0.94    0.08    0.00    0.08    1.88     0.00  157.00    0.00    1.74    0.00    8.6K    0.00  503.6K   29.13    0.00   29.13    0.00    0.04    0.00    0.04    0.01   12.80    
23/11/25-18:50:40   0.75    0.92    0.10    0.00    0.02    1.69     0.00  153.00    0.00    1.70    0.00    8.6K    0.00  503.6K   29.13    0.00   29.13    0.00    0.04    0.00    0.04    0.01   13.10    
23/11/25-18:50:41   0.77    0.94    0.10    0.00    0.00    1.71     0.00  162.00    0.00    1.80    0.00    8.7K    0.00  503.7K   29.12    0.00   29.12    0.00    0.04    0.00    0.04    0.02   13.30    
23/11/25-18:50:42   0.77    0.88    0.10    0.00    0.02    1.67     0.00  156.00    0.00    1.73    0.00    8.7K    0.00  503.7K   29.11    0.00   29.11    0.00    0.04    0.00    0.04    0.01   12.90    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-18:50:43   0.79    0.88    0.10    0.00    0.02    1.69     0.00  168.00    0.00    1.86    0.00    8.6K    0.00  503.6K   29.16    0.00   29.16    0.00    0.04    0.00    0.04    0.01   12.50    
23/11/25-18:50:44   0.71    0.94    0.08    0.00    0.04    1.69     0.00  139.00    0.00    1.84    0.00    7.2K    0.00  420.5K   29.08    0.00   29.08    0.00    0.04    0.00    0.04    0.01   11.10    
23/11/25-18:50:45   0.61    0.42    0.00    0.00    0.00    1.02     0.00    8.00    0.00    2.74    0.00  284.00    0.00   15.8K   28.51    0.00   28.51    0.00    0.02    0.00    0.02    0.01    0.40    
23/11/25-18:50:46   0.67    0.33    0.00    0.00    0.00    1.00     0.00    1.00    0.00   20.00    0.00    4.00    0.00   40.00    5.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:47   0.82    0.69    0.00    0.00    0.06    1.57     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:48   1.26    1.42    0.00    0.00    0.04    2.72     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:49   0.69    0.40    0.00    0.00    0.02    1.11     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:50   0.71    0.40    0.00    0.00    0.00    1.11     0.00   15.00    0.00   51.72    0.00   14.00    0.00  232.00    8.29    0.00    8.29    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:51   0.61    0.40    0.00    0.00    0.00    1.00     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:52   0.59    0.40    0.00    0.00    0.00    0.98     0.00    0.00    0.00    0.00    0.00    2.00    0.00   16.00    4.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:53   0.65    0.40    0.00    0.00    0.02    1.06     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:54   0.54    0.40    0.00    0.00    0.00    0.94     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:55   0.04    0.08    0.00    0.00    0.00    0.13     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:56   0.29    0.10    0.00    0.00    0.04    0.44     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:57   4.13    2.25    0.00    0.00    0.59    6.97     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:58   5.09    5.24    0.00    0.00    0.88   11.22     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:50:59   4.30    3.22    0.00    0.00    0.76    8.28     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:51:00   4.43    2.44    0.00    0.00    0.46    7.33     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:51:01   4.40    2.44    0.00    0.00    0.61    7.46     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
Time              -----------------------cpu---------------------- ----------------------------------------------------------------sfdv0n1-----------------------------------------------------------------  
Time                user     sys    wait    hirq    sirq    util    rrqms   wrqms   %rrqm   %wrqm      rs      ws   rsecs   wsecs  rqsize  rarqsz  warqsz  qusize   await  rawait  wawait   svctm    util    
23/11/25-18:51:02   4.20    2.48    0.00    0.00    0.65    7.34     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:51:03   4.34    2.42    0.00    0.00    0.51    7.27     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:51:04   4.07    2.53    0.00    0.00    0.49    7.09     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:51:05   4.30    2.46    0.00    0.00    0.59    7.35     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:51:06   4.13    2.47    0.00    0.00    0.55    7.15     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:51:07   4.12    2.38    0.00    0.00    0.84    7.34     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:51:08   4.18    2.28    0.00    0.00    0.53    6.99     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
23/11/25-18:51:09   5.18    3.75    0.00    0.00    0.78    9.71     0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    
